Key,Additional_Info,Airline,Arrival_Time,Date_of_Journey,Dep_Time,Destination,Duration,Price,Route,Source,Total_Stops
5928,No info,Air India,23:20,18-03-2019,20:45,Banglore,2h 35m,4435,CCU ? BLR,Kolkata,non-stop
10048,No info,IndiGo,25-03-2023 00:25,24-03-2019,22:05,Kolkata,2h 20m,5277,MAA ? CCU,Chennai,non-stop
7118,No info,Multiple carriers,19:15,24-06-2019,07:05,Cochin,12h 10m,15058,DEL ? BOM ? COK,Delhi,1 stop
9965,No info,Jet Airways,19:10,18-05-2019,09:35,Banglore,9h 35m,13067,CCU ? DEL ? BLR,Kolkata,1 stop
4628,No info,Multiple carriers Premium economy,19:15,21-03-2019,08:55,Cochin,10h 20m,10161,DEL ? BOM ? COK,Delhi,1 stop
9189,In-flight meal not included,Jet Airways,19:00,09-05-2019,11:30,Cochin,7h 30m,12373,DEL ? BOM ? COK,Delhi,1 stop
2466,No info,IndiGo,10:40,03-05-2019,09:10,Hyderabad,1h 30m,5755,BOM ? HYD,Mumbai,non-stop
192,No info,Air India,28-03-2023 06:50,27-03-2019,05:15,Cochin,25h 35m,7165,DEL ? TRV ? COK,Delhi,1 stop
4494,No info,IndiGo,07-04-2023 00:50,06-04-2019,22:15,Banglore,2h 35m,4174,CCU ? BLR,Kolkata,non-stop
8097,No info,IndiGo,16-03-2023 00:05,15-03-2019,21:25,Banglore,2h 40m,4148,CCU ? BLR,Kolkata,non-stop
1161,No info,Air India,13:55,18-03-2019,11:40,Kolkata,2h 15m,4405,MAA ? CCU,Chennai,non-stop
2815,No info,Air India,13-03-2023 18:05,12-03-2019,17:25,New Delhi,24h 40m,13387,BLR ? BOM ? IDR ? GWL ? DEL,Banglore,3 stops
4405,In-flight meal not included,Jet Airways,22-05-2023 04:40,21-05-2019,18:55,Banglore,9h 45m,9663,CCU ? BOM ? BLR,Kolkata,1 stop
745,In-flight meal not included,Jet Airways,04:20,09-06-2019,02:55,Hyderabad,1h 25m,4050,BOM ? HYD,Mumbai,non-stop
3871,No info,Multiple carriers,02-06-2023 01:30,01-06-2019,15:00,Cochin,10h 30m,13377,DEL ? BOM ? COK,Delhi,1 stop
9228,No info,Jet Airways,19-05-2023 04:25,18-05-2019,20:00,Cochin,8h 25m,16263,DEL ? ATQ ? BOM ? COK,Delhi,2 stops
5154,No info,Multiple carriers,12:35,18-05-2019,04:55,Cochin,7h 40m,8882,DEL ? BOM ? COK,Delhi,1 stop
7707,No info,IndiGo,20:05,09-04-2019,15:15,Banglore,4h 50m,4268,CCU ? HYD ? BLR,Kolkata,1 stop
7199,In-flight meal not included,Jet Airways,10-05-2023 19:00,09-05-2019,19:45,Cochin,23h 15m,12373,DEL ? BOM ? COK,Delhi,1 stop
4462,No check-in baggage included,SpiceJet,20:05,15-05-2019,17:45,Kolkata,2h 20m,3543,MAA ? CCU,Chennai,non-stop
2168,No info,GoAir,23:40,06-06-2019,20:55,Delhi,2h 45m,3419,BLR ? DEL,Banglore,non-stop
2957,No info,Vistara,10-06-2023 10:45,09-06-2019,17:00,Banglore,17h 45m,9922,CCU ? DEL ? BLR,Kolkata,1 stop
607,In-flight meal not included,Jet Airways,18:15,09-05-2019,08:25,Banglore,9h 50m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
1779,No info,Air Asia,08:40,18-03-2019,05:50,New Delhi,2h 50m,4284,BLR ? DEL,Banglore,non-stop
5581,No info,IndiGo,21:00,15-06-2019,08:30,Cochin,12h 30m,6416,DEL ? BOM ? COK,Delhi,1 stop
4847,In-flight meal not included,Jet Airways,13-03-2023 19:10,12-03-2019,18:55,New Delhi,24h 15m,11087,BLR ? BOM ? DEL,Banglore,1 stop
7232,No info,IndiGo,19:55,18-04-2019,16:55,Delhi,3h,4990,BLR ? DEL,Banglore,non-stop
831,In-flight meal not included,Multiple carriers,19:15,27-06-2019,06:00,Cochin,13h 15m,7268,DEL ? BOM ? COK,Delhi,1 stop
6748,No info,Air India,04-04-2023 23:00,03-04-2019,20:30,Cochin,26h 30m,5022,DEL ? BLR ? COK,Delhi,1 stop
8167,No info,IndiGo,07:25,03-04-2019,02:00,Cochin,5h 25m,4744,DEL ? MAA ? COK,Delhi,1 stop
9531,No info,Jet Airways,11-05-2023 04:25,09-05-2019,23:05,Cochin,29h 20m,15129,DEL ? AMD ? BOM ? COK,Delhi,2 stops
8791,In-flight meal not included,Jet Airways,22:00,24-05-2019,18:55,Delhi,3h 5m,6144,BLR ? DEL,Banglore,non-stop
7566,No info,Air India,07:40,03-03-2019,06:20,Hyderabad,1h 20m,4937,BOM ? HYD,Mumbai,non-stop
4409,In-flight meal not included,Jet Airways,13-05-2023 19:50,12-05-2019,18:55,Banglore,24h 55m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
6032,No check-in baggage included,SpiceJet,22-03-2023 00:40,21-03-2019,22:20,Banglore,2h 20m,3815,CCU ? BLR,Kolkata,non-stop
9981,No info,Jet Airways,11:20,09-05-2019,08:20,Delhi,3h,7229,BLR ? DEL,Banglore,non-stop
9405,No info,Vistara,02-04-2023 10:45,01-04-2019,17:00,Banglore,17h 45m,9187,CCU ? DEL ? BLR,Kolkata,1 stop
1727,No info,Jet Airways,07-03-2023 04:25,06-03-2019,19:15,Cochin,9h 10m,17024,DEL ? BOM ? COK,Delhi,1 stop
5437,No info,Jet Airways,10-05-2023 04:25,09-05-2019,05:30,Cochin,22h 55m,15129,DEL ? JAI ? BOM ? COK,Delhi,2 stops
1452,No info,IndiGo,22-03-2023 01:35,21-03-2019,10:45,Cochin,14h 50m,7318,DEL ? BOM ? COK,Delhi,1 stop
355,In-flight meal not included,Jet Airways,28-03-2023 04:25,27-03-2019,18:15,Cochin,10h 10m,6540,DEL ? BOM ? COK,Delhi,1 stop
4047,No info,Multiple carriers,19:15,12-06-2019,09:00,Cochin,10h 15m,14848,DEL ? BOM ? COK,Delhi,1 stop
6942,No info,Jet Airways,19:00,15-06-2019,09:00,Cochin,10h,14714,DEL ? BOM ? COK,Delhi,1 stop
5039,No info,Vistara,17:50,06-03-2019,14:55,Cochin,2h 55m,8001,DEL ? COK,Delhi,non-stop
8670,No info,Multiple carriers,16:10,01-06-2019,09:45,Cochin,6h 25m,9646,DEL ? HYD ? COK,Delhi,1 stop
747,No info,IndiGo,15:30,06-03-2019,07:30,Cochin,8h,14871,DEL ? BOM ? COK,Delhi,1 stop
6163,In-flight meal not included,Jet Airways,10-05-2023 10:55,09-05-2019,17:00,Banglore,17h 55m,8066,CCU ? DEL ? BLR,Kolkata,1 stop
6640,No info,IndiGo,23:45,24-04-2019,19:20,Banglore,4h 25m,3480,CCU ? HYD ? BLR,Kolkata,1 stop
8082,No info,IndiGo,21:00,03-06-2019,04:55,Cochin,16h 5m,6838,DEL ? BOM ? COK,Delhi,1 stop
1394,No info,Jet Airways,13-06-2023 10:55,12-06-2019,20:25,Banglore,14h 30m,12692,CCU ? DEL ? BLR,Kolkata,1 stop
5992,No info,IndiGo,25-04-2023 00:10,24-04-2019,19:35,Banglore,4h 35m,4860,CCU ? MAA ? BLR,Kolkata,1 stop
8786,In-flight meal not included,Jet Airways,16-05-2023 18:15,15-05-2019,16:30,Banglore,25h 45m,10844,CCU ? BOM ? BLR,Kolkata,1 stop
2227,No info,SpiceJet,11:20,15-05-2019,06:05,Cochin,5h 15m,5583,DEL ? MAA ? COK,Delhi,1 stop
9769,No info,Air India,02-06-2023 19:15,01-06-2019,17:00,Cochin,26h 15m,8792,DEL ? BOM ? COK,Delhi,1 stop
324,No info,Jet Airways,13-03-2023 00:30,12-03-2019,09:45,New Delhi,14h 45m,11507,BLR ? MAA ? DEL,Banglore,1 stop
4008,No info,IndiGo,21:00,09-03-2019,16:00,Cochin,5h,7725,DEL ? BOM ? COK,Delhi,1 stop
5229,No info,IndiGo,04:00,18-03-2019,02:30,Hyderabad,1h 30m,2754,BOM ? HYD,Mumbai,non-stop
6627,No info,Multiple carriers,07-06-2023 01:30,06-06-2019,13:00,Cochin,12h 30m,13377,DEL ? BOM ? COK,Delhi,1 stop
6307,No info,Air India,19:15,12-06-2019,07:00,Cochin,12h 15m,8669,DEL ? BOM ? COK,Delhi,1 stop
9129,In-flight meal not included,Jet Airways,13-06-2023 10:05,12-06-2019,16:30,Banglore,17h 35m,8529,CCU ? BOM ? BLR,Kolkata,1 stop
5100,No info,Jet Airways,21:05,12-06-2019,19:35,Hyderabad,1h 30m,5678,BOM ? HYD,Mumbai,non-stop
2729,In-flight meal not included,Jet Airways,19:00,18-05-2019,07:05,Cochin,11h 55m,12373,DEL ? BOM ? COK,Delhi,1 stop
1426,No info,Vistara,25-05-2023 09:05,24-05-2019,07:10,Banglore,25h 55m,9502,CCU ? DEL ? BLR,Kolkata,1 stop
5769,No info,Multiple carriers,19:00,09-05-2019,08:45,Cochin,10h 15m,9794,DEL ? BOM ? COK,Delhi,1 stop
9532,No info,Jet Airways,19:00,18-05-2019,09:40,Cochin,9h 20m,15129,DEL ? JAI ? BOM ? COK,Delhi,2 stops
6593,No info,Vistara,18:35,24-03-2019,16:00,New Delhi,2h 35m,5613,BLR ? DEL,Banglore,non-stop
3401,No info,Jet Airways,02-03-2023 20:20,01-03-2019,22:50,New Delhi,21h 30m,25735,BLR ? BOM ? DEL,Banglore,1 stop
6948,No info,Air India,19:15,27-05-2019,10:55,Cochin,8h 20m,13223,DEL ? GOI ? BOM ? COK,Delhi,2 stops
4066,No info,IndiGo,10:05,21-03-2019,07:10,New Delhi,2h 55m,6860,BLR ? DEL,Banglore,non-stop
6560,No info,Air India,16-05-2023 05:25,15-05-2019,07:00,Banglore,22h 25m,14424,CCU ? DEL ? AMD ? BLR,Kolkata,2 stops
1107,No info,Jet Airways,13-06-2023 10:05,12-06-2019,21:10,Banglore,12h 55m,13044,CCU ? BOM ? BLR,Kolkata,1 stop
1989,No info,Multiple carriers,15:30,06-03-2019,07:30,Cochin,8h,15147,DEL ? BOM ? COK,Delhi,1 stop
1431,No info,IndiGo,10-06-2023 00:05,09-06-2019,21:25,Banglore,2h 40m,4804,CCU ? BLR,Kolkata,non-stop
6541,No info,Multiple carriers,21:00,09-05-2019,10:20,Cochin,10h 40m,7670,DEL ? BOM ? COK,Delhi,1 stop
5083,No info,Multiple carriers,21:20,06-03-2019,07:05,Cochin,14h 15m,7084,DEL ? HYD ? MAA ? COK,Delhi,2 stops
5013,In-flight meal not included,Jet Airways,07-06-2023 04:40,06-06-2019,08:25,Banglore,20h 15m,8586,CCU ? BOM ? BLR,Kolkata,1 stop
1929,No check-in baggage included,SpiceJet,19:40,15-05-2019,17:10,Banglore,2h 30m,3841,CCU ? BLR,Kolkata,non-stop
5074,No info,Air India,04-06-2023 07:40,03-06-2019,13:20,Cochin,18h 20m,11911,DEL ? UDR ? BOM ? COK,Delhi,2 stops
3982,In-flight meal not included,Jet Airways,07-03-2023 04:25,06-03-2019,09:00,Cochin,19h 25m,13843,DEL ? BOM ? COK,Delhi,1 stop
4298,No info,Air India,21:50,15-05-2019,09:25,Banglore,12h 25m,8366,CCU ? BOM ? BLR,Kolkata,1 stop
7393,No info,Air India,20:45,01-03-2019,19:30,Hyderabad,1h 15m,15385,BOM ? HYD,Mumbai,non-stop
8655,No info,Vistara,14:20,06-06-2019,11:30,Delhi,2h 50m,4668,BLR ? DEL,Banglore,non-stop
10592,No info,Jet Airways,13-06-2023 19:00,12-06-2019,20:00,Cochin,23h,14300,DEL ? ATQ ? BOM ? COK,Delhi,2 stops
3533,In-flight meal not included,Jet Airways,28-06-2023 12:35,27-06-2019,19:15,Cochin,17h 20m,10262,DEL ? BOM ? COK,Delhi,1 stop
8406,No info,Multiple carriers,21:00,01-06-2019,09:00,Cochin,12h,7933,DEL ? BOM ? COK,Delhi,1 stop
7438,In-flight meal not included,Jet Airways,13-06-2023 04:25,12-06-2019,22:50,Cochin,5h 35m,10262,DEL ? BOM ? COK,Delhi,1 stop
1220,No info,IndiGo,12:10,24-04-2019,06:50,Cochin,5h 20m,5298,DEL ? HYD ? COK,Delhi,1 stop
3909,In-flight meal not included,Jet Airways,07-05-2023 23:35,06-05-2019,20:25,Banglore,27h 10m,8066,CCU ? DEL ? BLR,Kolkata,1 stop
6139,No info,SpiceJet,12:20,06-05-2019,09:30,Delhi,2h 50m,3971,BLR ? DEL,Banglore,non-stop
1679,In-flight meal not included,Jet Airways,16-05-2023 10:05,15-05-2019,18:55,Banglore,15h 10m,9663,CCU ? BOM ? BLR,Kolkata,1 stop
1099,No info,Jet Airways,18:15,12-05-2019,08:25,Banglore,9h 50m,14781,CCU ? BOM ? BLR,Kolkata,1 stop
8658,No info,Air Asia,22:25,18-05-2019,19:55,Banglore,2h 30m,5989,CCU ? BLR,Kolkata,non-stop
162,No info,IndiGo,03:25,24-03-2019,00:40,New Delhi,2h 45m,4777,BLR ? DEL,Banglore,non-stop
3555,No check-in baggage included,SpiceJet,12:20,18-05-2019,09:30,Delhi,2h 50m,4319,BLR ? DEL,Banglore,non-stop
2558,In-flight meal not included,Jet Airways,20:45,01-04-2019,17:45,Delhi,3h,4544,BLR ? DEL,Banglore,non-stop
6696,No info,SpiceJet,11:25,21-04-2019,09:00,Banglore,2h 25m,4491,CCU ? BLR,Kolkata,non-stop
1076,No info,Jet Airways,12:00,12-05-2019,06:30,Banglore,5h 30m,13941,CCU ? BOM ? BLR,Kolkata,1 stop
5570,In-flight meal not included,Jet Airways,10-06-2023 12:35,09-06-2019,19:45,Cochin,16h 50m,10577,DEL ? BOM ? COK,Delhi,1 stop
8053,In-flight meal not included,Jet Airways,10-06-2023 21:05,09-06-2019,17:00,Banglore,28h 5m,10539,CCU ? DEL ? BLR,Kolkata,1 stop
967,No info,Air India,22-05-2023 19:15,21-05-2019,05:55,Cochin,37h 20m,10493,DEL ? NAG ? BOM ? COK,Delhi,2 stops
1113,No info,IndiGo,22:50,21-06-2019,21:20,Hyderabad,1h 30m,2227,BOM ? HYD,Mumbai,non-stop
6719,No info,Air India,20:25,12-05-2019,05:50,Banglore,14h 35m,12513,CCU ? IXR ? DEL ? BLR,Kolkata,2 stops
1005,No info,IndiGo,23:30,01-05-2019,18:05,Banglore,5h 25m,6218,CCU ? NAG ? BLR,Kolkata,1 stop
9315,No info,Jet Airways,25-03-2023 16:20,24-03-2019,18:55,Banglore,21h 25m,14231,CCU ? BOM ? BLR,Kolkata,1 stop
5912,In-flight meal not included,Jet Airways,18:10,01-05-2019,15:15,Delhi,2h 55m,4544,BLR ? DEL,Banglore,non-stop
9014,No info,Jet Airways,23:35,09-06-2019,06:30,Banglore,17h 5m,14571,CCU ? BOM ? BLR,Kolkata,1 stop
10683,No info,Air India,19:15,09-05-2019,10:55,Cochin,8h 20m,11753,DEL ? GOI ? BOM ? COK,Delhi,2 stops
5725,No info,Multiple carriers,21:00,01-06-2019,11:30,Cochin,9h 30m,13587,DEL ? BOM ? COK,Delhi,1 stop
9605,No info,IndiGo,12:00,27-03-2019,07:35,Cochin,4h 25m,5073,DEL ? HYD ? COK,Delhi,1 stop
3913,No info,Jet Airways,16-05-2023 10:55,15-05-2019,20:25,Banglore,14h 30m,14151,CCU ? DEL ? BLR,Kolkata,1 stop
9556,No info,Multiple carriers,21:00,27-03-2019,11:30,Cochin,9h 30m,12537,DEL ? BOM ? COK,Delhi,1 stop
